 - 920
westenra - 37
westenras - 9
western - 3
westminister - 1
westminster - 6
westward - 3
westwards - 1
wet - 4
wetted - 1
weve - 1
whalefishing - 1
wharf - 3
what - 460
whatever - 26
whathave - 1
whats - 3
whatsoever - 1
wheel - 12
wheeled - 1
wheeling - 2
wheels - 2
when - 771
whence - 6
whenever - 7
where - 214
whereas - 1
whereat - 1
whereby - 1
wherefore - 1
wherein - 3
whereon - 5
whereupon - 4
wherever - 3
whet - 2
whether - 19
whettin - 1
whetting - 1
which - 649
whichfor - 1
whichof - 1
whichwaking - 1
whiff - 2
while - 48
whiles - 3
whilst - 101
whinnied - 2
whip - 4
whips - 5
whirl - 6
whirled - 1
whirling - 4
whirlpool - 2
whirls - 1
whisper - 13
whispered - 17
whispering - 2
whispers - 1
whistle - 4
whistled - 1
whistles - 1
whit - 1
whitakers - 1
whitby - 42
whitbylucy - 1
white - 100
whiteclad - 1
whitecrested - 1
whitehot - 2
whiteness - 3
whitening - 1
whiter - 6
whites - 1
whither - 7
whithersoever - 1
whitish - 1
who - 281
whod - 1
whoever - 2
whole - 73
wholeman - 1
wholesome - 1
wholesomelooking - 1
whom - 42
whose - 30
why - 89
wi - 8
wicked - 4
wickedlythe - 1
wickedness - 3
wide - 28
widejust - 1
widely - 1
widening - 1
widens - 1
wider - 1
widow - 1
width - 1
wife - 30
wifes - 4
wild - 41
wilder - 2
wilderness - 1
wildest - 1
wildeyed - 1
wildly - 3
wile - 2
wiles - 1
wilhelmina - 3
wilhelminai - 1
will - 449
willand - 1
willhe - 1
willing - 10
willingly - 2
willothewisp - 1
wills - 3
wily - 4
win - 4
wince - 3
winchester - 3
winchesters - 4
wind - 43
windham - 1
winding - 4
windingsheet - 1
window - 108
windowpanes - 1
windows - 20
windowsashes - 1
windowsill - 5
windpipes - 1
winds - 1
windsweep - 1
wine - 5
winecup - 1
winepress - 1
wing - 1
wings - 12
wink - 2
winked - 1
winning - 4
winningly - 1
winso - 1
winter - 3
wintersuffield - 1
wioot - 1
wipe - 3
wiped - 3
wiping - 1
wire - 10
wires - 1
wisdom - 1
wise - 11
wisely - 2
wiser - 1
wisest - 1
wish - 50
wished - 15
wishes - 21
wishful - 1
wishing - 3
wisp - 1
wit - 1
witch - 2
witches - 1
with - 1273
withal - 1
withdraw - 1
withdrawn - 1
withdrew - 4
withered - 1
within - 43
without - 132
withoutthe - 1
withtalking - 1
witness - 2
wits - 5
witsthe - 1
wives - 2
wizards - 1
wodin - 1
woe - 5
woebegone - 1
woeful - 1
woefully - 1
woes - 2
woke - 26
wolds - 2
wolf - 26
wolfs - 2
wolves - 44
wolveswhich - 1
woman - 56
womans - 5
women - 45
womenkind - 1
won - 9
wonder - 34
wondered - 5
wonderful - 28
wonderfully - 4
wonderin - 2
wondering - 1
wonders - 1
wondrous - 1
wont - 16
wood - 12
wooden - 6
woodhouse - 1
woods - 5
woodwork - 1
word - 64
wordbearercame - 1
words - 48
wordswe - 1
wore - 6
work - 138
workas - 1
workbasket - 1
worked - 11
working - 20
workman - 3
workmen - 2
works - 2
workthat - 2
workto - 1
workwild - 1
world - 61
worldwide - 1
worn - 12
wornlooking - 1
worried - 5
worry - 4
worse - 18
worser - 1
worship - 2
worshipped - 1
worst - 9
worth - 14
worthless - 1
worthy - 3
wot - 1
would - 428
wouldin - 1
wouldnt - 15
wouldunless - 1
wound - 17
wounded - 4
wounds - 12
woven - 1
wrap - 1
wrapped - 3
wrapper - 3
wrapping - 1
wraps - 2
wrath - 3
wreath - 6
wreathed - 2
wreaths - 3
wreck - 2
wrecked - 3
wrench - 3
wrenched - 1
wrenching - 1
wretch - 3
wretched - 1
wring - 2
wringing - 1
wrinkled - 3
wrinkles - 1
wrist - 8
wrists - 2
write - 63
writers - 3
writes - 1
writhed - 1
writhing - 2
writing - 19
written - 30
wrong - 26
wronged - 1
wrongs - 1
wrote - 18
wrought - 7
wrung - 5
wry - 1
wynds - 1
x - 3
xi - 2
xii - 2
xiii - 2
xiv - 2
xix - 2
xv - 2
xvi - 2
xvii - 2
xviii - 2
xx - 2
xxi - 2
xxii - 2
xxiii - 2
xxiv - 2
xxv - 2
xxvi - 2
xxvii - 2
y - 1
yabblins - 1
yard - 8
yards - 2
yare - 1
yarns - 2
yawing - 1
ye - 29
year - 5
yearlast - 1
yearn - 1
yearning - 3
years - 27
yearsshould - 1
yearsthe - 1
yed - 1
yell - 3
yelling - 1
yellow - 6
yelpin - 1
yelping - 1
yer - 10
yes - 35
yesterday - 28
yet - 152
yetand - 1
yethe - 1
yew - 1
yews - 1
yewtree - 3
yewtrees - 1
yield - 6
yielded - 4
yielding - 1
yields - 2
yoke - 1
york - 3
yorkshire - 3
you - 1381
youaccount - 1
youand - 2
youas - 2
youd - 2
youhow - 1
youi - 1
youll - 3
young - 52
younger - 5
younghere - 1
younglike - 1
youoh - 1
your - 303
youre - 4
yours - 23
yourself - 22
yourselves - 2
youth - 5
youthful - 2
youve - 5
youwith - 1
youyes - 1
yus - 2
z - 1
zeal - 1
zealous - 1
zoo - 1
zoological - 3
